Well Name,Stage #,Stage Time hrs,Total Stage Proppant,Total Stage Volume bbl,Avg Stage Pressure,Avg Stage Rate,Max Stage Pressure,Max Stage Rate bpm,Avg HHP
XOM.Nq.BdC-50(h),6,1.9,832600,17302.14286,11390,102.5,11840,104,28607.57167
YPF LCav-101,37,1.483333333,532200,8132.785714,10728,108,11000,110,28390.68856
YPF LCav-98,35,1.533333333,531900,8433.404762,10886,106,11040,107,28275.32468
YPF LCav-100,42,1.5,529000,8102.928571,10700,107,11100,108,28054.39843
XOM.Nq.BdC-48(h),6,1.833333333,832800,16154.54762,11223,102,11494,103,28050.62485
YPF LCav-99,41,1.533333333,530000,8141.261905,10726,106,10900,107,27859.74026
XOM.Nq.BdC-46(h),9,1.383333333,832600,13819.14286,11005.5,103,11986,106,27776.68464
XOM.Nq.BdC-50(h),14,1.733333333,832800,8912.952381,10895,104,11447,105,27764.76354
XOM.Nq.BdC-49(h),3,1.75,835700,17489,11365,99.5,11971,105,27709.3237
XOM.Nq.BdC-50(h),5,2.383333333,832600,17314.38095,10957,103,11330,105,27654.27591
XOM.Nq.BdC-48(h),24,1.35,419300,7041.97619,10845,104,11405,105,27637.34379
YPF LCav-101,41,1.416666667,532500,8257.690476,10250,110,10830,110,27628.03235
XOM.Nq.BdC-45(h),25,1.216666667,416600,7110.97619,10945,103,11187,105,27623.98922
XOM.Nq.BdC-47(h),21,1.516666667,832500,14544.04762,10945,103,11684,105,27623.98922
XOM.Nq.BdC-49(h),16,1.383333333,832600,14670.09524,10837,104,11210,105,27616.95663
XOM.Nq.BdC-48(h),4,2.7,832600,19049.71429,11261,100,11646,104,27593.72703
XOM.Nq.BdC-48(h),7,1.633333333,832700,16184.04762,11250,100,11909,103,27566.77285
XOM.Nq.BdC-50(h),23,1.383333333,416400,6984.785714,10790,104,11245,105,27497.18206
YPF LCav-840,27,1.483333333,534200,8335.214286,10670,105,11250,109,27452.83019
YPF LCav-99,40,1.55,534600,8747.214286,10373,108,11048,110,27451.21294
XOM.Nq.BdC-47(h),3,1.483333333,832600,16744.38095,10866,103,11503,105,27424.60181
XOM.Nq.BdC-46(h),16,1.366666667,416300,6876.047619,10971,101.9,11392,103.5,27393.8961
XOM.Nq.BdC-47(h),23,1.35,416400,7113.738095,10745,104,11225,104,27382.50429
YPF LCav-100,35,1.45,532500,8255.333333,10440,107,11200,110,27372.70277
XOM.Nq.BdC-47(h),14,1.95,832800,16603.71429,11142,100,11573,104,27302.13183
YPF LCav-99,35,1.416666667,531300,7971.97619,10400,107,11300,108,27267.82651
YPF LCav-100,34,1.55,532400,8690.547619,10496,106,11050,109,27262.33766
XOM.Nq.BdC-48(h),14,1.583333333,832700,15945.90476,11123,100,11392,105,27255.57461
XOM.Nq.BdC-49(h),36,1.216666667,300900,6045.97619,10796,103,11338,105,27247.92943
XOM.Nq.BdC-47(h),18,1.416666667,832600,14338.54762,11005,101,12045,105,27236.09409
XOM.Nq.BdC-49(h),15,1.466666667,832600,14159.45238,10895,102,11454,105,27230.82578
XOM.Nq.BdC-45(h),1,2.083333333,832800,17334.69048,11391.5,97.5,11700,99,27215.66405
XOM.Nq.BdC-47(h),16,1.7,832700,16110.78571,10985,101,11251,105,27186.59642
XOM.Nq.BdC-47(h),49,1.433333333,416400,6981.261905,10761,103,11637,104,27159.59324
XOM.Nq.BdC-45(h),8,1.583333333,832700,16446,11195,99,11790,102,27157.68194
XOM.Nq.BdC-48(h),22,1.333333333,416400,6982.952381,10653,104,11167,105,27148.05195
XOM.Nq.BdC-47(h),38,1.55,416200,7559.428571,10561,104.9,11286,105,27146.50576
XOM.Nq.BdC-47(h),41,1.45,376400,16520,10548,105,11246,105,27138.93654
XOM.Nq.BdC-47(h),43,1.266666667,416400,6892.333333,10546,105,11122,105,27133.79074
XOM.Nq.BdC-48(h),42,1.35,371200,6292.785714,10615,104,11139,104,27051.21294
YPF LCav-99,30,1.8,533700,8403.285714,10601,104,11275,110,27015.53541
XOM.Nq.BdC-47(h),5,1.45,648657,14800.61905,11597,95,12033,102,26996.20191
XOM.Nq.BdC-45(h),6,2.333333333,968200,17243.19048,11353,97,11896,99,26984.58711
YPF LCav-100,52,1.383333333,532600,8096,10100,109,10300,110,26976.23132
XOM.Nq.BdC-45(h),50,1.383333333,416400,7044.642857,10792,102,11267,105,26973.38888
XOM.Nq.BdC-47(h),6,4.55,517969,16571.66667,11453,96,13825,100,26941.63195
XOM.Nq.BdC-45(h),14,1.55,832600,15566.45238,10991,100,11150,104,26932.12448
YPF LCav-98,10,1.75,546700,9190.738095,10772,102,11099,105,26923.40113
XOM.Nq.BdC-48(h),39,1.516666667,416200,6830.190476,10555,104,11650,105,26898.30924
XOM.Nq.BdC-48(h),41,1.333333333,416400,6974.02381,10655,103,11186,105,26892.06077
XOM.Nq.BdC-45(h),3,2.266666667,832700,17093.42857,10807.5,101.5,11365,103,26879.71698
YPF LCav-100,47,1.583333333,530800,9068.738095,10250,107,10900,108,26874.54055
XOM.Nq.BdC-45(h),24,1.4,416300,6993.357143,10965,100,11425,105,26868.4146
XOM.Nq.BdC-46(h),7,1.416666667,832700,14450.7619,10661,102.85,11268,105,26868.01887
XOM.Nq.BdC-49(h),44,1.3,416400,6957.928571,10540,104,11095,105,26860.08331
XOM.Nq.BdC-45(h),17,1.416666667,832600,13810.42857,11153,98,11869,101,26782.50429
YPF LCav-98,44,1.483333333,532300,8462.190476,10210,107,11050,109,26769.6643
YPF LCav-840,38,1.55,530100,8335.428571,10400,105,11000,110,26758.14751
YPF LCav-101,35,1.55,531400,8741.119048,10300,106,10920,108,26753.24675
"YPF LLL-1607H,LOMA CAMPANA",49,1.533333333,491500,8540.547619,10982,99.4,11250,105,26748.61063
YPF LCav-840,43,1.5,514400,8606.357143,10200,107,10400,110,26743.44523
YPF LCav-99,33,1.5,534500,8565.904762,10292,106,11100,109,26732.46753
XOM.Nq.BdC-49(h),42,1.433333333,416400,6987.02381,10689,102,11071,105,26715.95197
YPF LCav-100,28,1.45,507300,8540.785714,10285,106,10950,107,26714.28571
XOM.Nq.BdC-46(h),14,1.383333333,416400,7101.619048,10789,101,10789,105,26701.51924
XOM.Nq.BdC-47(h),1,1.933333333,832600,17046.35714,11410,95.5,13406,103,26700.68611
XOM.Nq.BdC-49(h),38,1.333333333,416400,6914.97619,10477,104,11196,105,26699.53443
YPF Lach-203,25,1.65,521400,9029.119048,10575,103,10815,106,26690.14947
YPF Lach-205,25,4.783333333,564400,11836.40476,10560,103,11055,104,26652.29111
XOM.Nq.BdC-47(h),19,1.483333333,832600,14118.64286,11036,98.5,11855,105,26636.7557
XOM.Nq.BdC-47(h),7,2.016666667,832800,17028.38095,11263.5,96.5,11501,100,26633.85812
YPF LCav-840,22,1.5,536100,8477.714286,10354,104.8,10800,110,26589.0517
XOM.Nq.BdC-45(h),44,1.35,416400,6945.333333,10429,104,11359,105,26577.21147
YPF Lach-205,29,1.516666667,519900,8625.214286,10315,105,10640,108,26539.45111
XOM.Nq.BdC-50(h),31,1.55,416200,7268.404762,10713,101,11133,104,26513.42808
YPF LCav-99,46,1.533333333,530600,8427.285714,10400,104,10700,105,26503.30801
XOM.Nq.BdC-48(h),40,1.5,439400,7189.5,10398,104,11315,105,26498.21122
XOM.Nq.BdC-49(h),26,1.383333333,416200,6691.809524,10600,102,10980,104,26493.50649
YPF LCav-840,29,1.566666667,535100,8267.642857,10704,101,10900,102,26491.15413
YPF LCav-99,49,1.45,532800,8253.666667,10100,107,10300,109,26481.25459
YPF LCav-98,42,1.55,5339,8621.666667,10099,107,10797,110,26478.63269
YPF LCav-101,26,1.533333333,531900,8361.47619,10490,103,10650,104,26475.61872
XOM.Nq.BdC-46(h),21,1.4,416200,6643.904762,10591,102,11680,103,26471.01201
YPF RDMN-80,29,2.183333333,540600,11707.97619,10486,103,11177,106,26465.52316
XOM.Nq.BdC-49(h),28,1.5,416200,7106.571429,10483,103,11347,104,26457.95148
YPF LCav-100,37,1.45,531600,8282.452381,10083,107,10850,109,26436.68219
XOM.Nq.BdC-46(h),36,1.366666667,416400,7158.547619,10373,104,11272,105,26434.50135
XOM.Nq.BdC-45(h),46,1.366666667,416400,7019.261905,10471,103,11237,105,26427.66479
YPF LCav-101,27,1.516666667,1074300,8584.02381,10173,106,10972,108,26423.37662
YPF RDMN-83,18,2.316666667,516400,12785.54762,10561,102,11019,108,26396.03038
XOM.Nq.BdC-46(h),31,1.266666667,416400,6837.285714,10255,105,11215,105,26385.07719
XOM.Nq.BdC-46(h),22,1.366666667,416200,6640.166667,10352,104,10902,105,26380.98505
XOM.Nq.BdC-45(h),43,1.45,416400,7251.642857,10348,104,11143,105,26370.79147
XOM.Nq.BdC-48(h),29,1.633333333,416300,7701.071429,10755,100,11206,102,26353.83484
YPF Lach-205,35,1.566666667,540000,8517.047619,10341,104,11000,108,26352.95271
XOM.Nq.BdC-50(h),41,1.283333333,416400,6997.595238,10228,105,11120,105,26315.60892
YPF LCav-98,4,1.716666667,536500,9239.333333,10694,100.4,11235,107,26309.17912
XOM.Nq.BdC-47(h),47,1.35,481300,9785.714286,10523,102,11246,105,26301.05366
XOM.Nq.BdC-50(h),50,1.6,416400,6936.309524,10311,104,11604,105,26276.50086
XOM.Nq.BdC-45(h),42,1.283333333,416400,6834.333333,10300,104,11181,105,26248.46851
XOM.Nq.BdC-45(h),19,1.5,832600,14146.19048,11035,97,11233,104,26228.74296
XOM.Nq.BdC-48(h),32,1.45,416200,6829.619048,10595,101,11475,104,26221.39182
XOM.Nq.BdC-49(h),8,1.783333333,832600,16382.35714,10974,97.5,11065,102,26218.20632
YPF LCav-98,46,1.516666667,517400,8364.47619,10283,104,10960,108,26205.1458
XOM.Nq.BdC-49(h),23,1.5,416300,7440.428571,10692,100,11215,103,26199.46092
YPF LCav-840,26,1.633333333,525400,8581.595238,10370,103,11100,104,26172.75178
XOM.Nq.BdC-45(h),49,1.383333333,416400,6916.142857,10470,102,11738,104,26168.58613
YPF Lach-205,18,1.7,536500,9034.309524,10469,102,10675,103,26166.08674
YPF.Nq.EOr-118(h),21,1.566666667,5369,8691.285714,10360,103,11047,106,26147.51286
YPF Lach-205,34,1.45,512200,8247.880952,10066,106,10670,107,26145.45455
XOM.Nq.BdC-47(h),28,1.6,416300,6851.904762,10663,100,11240,103,26128.3999
XOM.Nq.BdC-48(h),46,1.35,416400,7327.761905,10249,104,11089,105,26118.50037
XOM.Nq.BdC-49(h),43,1.4,416400,7012.047619,10986,97,11197,99,26112.2764
XOM.Nq.BdC-49(h),17,1.6,416300,7077.166667,10985,97,11478,103,26109.89953
XOM.Nq.BdC-49(h),2,2.066666667,832700,16930.28571,11322,94,11965,98,26078.60818
YPF Lach-205,21,1.716666667,541000,9047.97619,10434,102,10633,103,26078.60818
XOM.Nq.BdC-46(h),18,1.366666667,416300,7082.571429,10537,101,10794,105,26077.84857
XOM.Nq.BdC-50(h),28,1.35,416300,6543.071429,10531,101,11168,106,26062.99926
XOM.Nq.BdC-46(h),28,1.55,118507,7166.97619,10325,103,11658,105,26059.17667
XOM.Nq.BdC-45(h),38,1.55,416200,6856.452381,10845,98,11215,98,26042.88165
XOM.Nq.BdC-45(h),32,1.516666667,416200,6773.666667,10622,100,11086,104,26027.93433
XOM.Nq.BdC-45(h),30,1.533333333,416200,7059.190476,10838,98,11325,104,26026.07204
XOM.Nq.BdC-47(h),36,1.466666667,416200,7103.333333,10512,101,11136,104,26015.97648
XOM.Nq.BdC-48(h),44,1.483333333,416400,7043.214286,10208,104,11064,105,26014.01617
XOM.Nq.BdC-49(h),31,1.6,508200,7665.071429,10205,104,11157,105,26006.37099
XOM.Nq.BdC-49(h),21,1.416666667,416300,7039.714286,10825,98,11086,103,25994.8542
XOM.Nq.BdC-47(h),46,1.466666667,416400,7015.380952,10497,101,11610,105,25978.85322
XOM.Nq.BdC-46(h),8,1.483333333,832700,14015.38095,10537,100.6,11896,105,25974.56996
YPF Lach-203,44,1.55,524400,8860.285714,10051,105.4,10236,105.9,25958.7209
XOM.Nq.BdC-46(h),33,1.333333333,416400,6955.809524,10185,104,11155,105,25955.40309
XOM.Nq.BdC-45(h),37,1.533333333,439200,7226.452381,10695,99,11402,101,25944.74394
YPF LCav-101,21,1.466666667,541400,8716.071429,10077,105,10900,109,25927.1012
YPF Lach-203,28,1.583333333,521000,8794,10475,101,10760,108,25924.40578
XOM.Nq.BdC-46(h),13,1.416666667,416300,6953.571429,10902,97,11325,105,25912.61946
XOM.Nq.BdC-50(h),48,1.466666667,416400,6944.809524,10262,103,11217,105,25900.17153
XOM.Nq.BdC-45(h),41,1.483333333,416300,7045.166667,10360,102,11148,105,25893.65352
XOM.Nq.BdC-50(h),46,1.316666667,416400,7094.52381,10160,104,11048,105,25891.69321
XOM.Nq.BdC-46(h),27,1.716666667,416200,7126.02381,10565,100,11271,105,25888.26268
YPF LCav-840,3,1.816666667,540500,8435.380952,10665,99,11100,106,25871.96765
XOM.Nq.BdC-47(h),51,1.483333333,370200,6342.857143,10556,100,11263,105,25866.20926
YPF RDMN-80,26,2.416666667,528900,13407.35714,10472,100.8,11152,102,25865.66038
XOM.Nq.BdC-47(h),26,1.416666667,416300,6957.714286,10451,101,11132,102,25865.00858
YPF LCav-98,11,1.65,525000,8294.309524,10554,100,11000,104,25861.3085
XOM.Nq.BdC-45(h),34,1.466666667,416200,7084.904762,10769,98,11185,104,25860.37736
YPF LCav-98,9,1.766666667,540900,9105.238095,10418,101.3,10882,104,25859.92159
XOM.Nq.BdC-49(h),13,1.483333333,832600,14093.45238,10865,97,11524,103,25824.67532
XOM.Nq.BdC-50(h),43,1.416666667,416400,7162.309524,10131,104,11029,105,25817.78976
YPF LCav-98,31,1.533333333,520500,8501.214286,10127,104,10824,105,25807.59618
YPF LCav-98,7,2.65,526600,9067.095238,10733,98.1,11148,107,25800.22789
YPF RDMN-83,32,2.2,538600,12244.59524,10518,100.1,10873,102,25798.86792
YPF.Nq.EOr-117(h),25,1.55,537700,8460.190476,10577,99.5,10878,103.6,25788.0789
XOM.Nq.BdC-50(h),38,1.533333333,416200,7608.761905,10317,102,11773,105,25786.17986
XOM.Nq.BdC-50(h),19,1.45,832600,14171.85714,10845,97,11425,104,25777.13796
XOM.Nq.BdC-48(h),43,1.366666667,416400,7010.047619,10213,103,10985,105,25776.50086
YPF LCav-101,23,1.516666667,533400,8412.214286,10222,102.9,11200,106,25774.1681
YPF LCav-101,29,1.5,536500,8445.952381,10113,104,11025,108,25771.91865
XOM.Nq.BdC-49(h),12,1.5,832600,14593.09524,10617,99,11688,105,25755.52561
XOM.Nq.BdC-45(h),48,1.383333333,416400,6981.47619,10203,103,11366,105,25751.26195
YPF LCav-100,33,1.533333333,538800,8496.333333,10056,104.5,11250,105,25749.86523
XOM.Nq.BdC-48(h),5,2.833333333,782400,22015.61905,10945,96,11667,100,25746.63073
YPF LCav-99,51,1.416666667,505900,7938.261905,10100,104,10400,105,25738.78951
XOM.Nq.BdC-49(h),24,1.383333333,347000,6664.571429,10710,98,11565,103,25718.6964
YPF Lach-203,37,1.5,515400,8529.97619,9808,107,10490,108,25715.65793
YPF LCav-98,32,1.583333333,538700,8339,10390,101,11060,103,25714.04068
SHE.Nq.SB-1043(h),39,1.6,535600,7960.97619,10958,95.74,11210,96,25707.39819
SHE.Nq.SB-1041(h),37,1.616666667,536200,8206.666667,10954,95.71,11225,96,25689.96177
XOM.Nq.BdC-45(h),20,1.4,832400,14387.66667,10808,97,11237,105,25689.19383
XOM.Nq.BdC-47(h),48,1.366666667,416400,6948.595238,10378,101,11082,105,25684.34207
XOM.Nq.BdC-45(h),29,1.816666667,416300,7076.952381,10917,96,11234,102,25680.76452
XOM.Nq.BdC-46(h),25,1.383333333,416200,7014.47619,10149,103.2,11210,105,25664.70963
XOM.Nq.BdC-48(h),38,1.4,416200,6837.261905,10370,101,11471,105,25664.543
XOM.Nq.BdC-47(h),22,1.4,416300,7052.380952,10578,99,11305,104,25660.91644
YPF LCav-98,30,1.55,532800,8569.261905,10242,102.2,10760,106,25648.91938
XOM.Nq.BdC-48(h),34,1.5,416200,6780.619048,10462,100,13430,102,25635.87356
XOM.Nq.BdC-50(h),47,1.466666667,416400,6995.452381,10462,100,11540,105,25635.87356
XOM.Nq.BdC-45(h),7,1.766666667,832700,12803.69048,11184,93.5,12039,100,25623.71968
XOM.Nq.BdC-50(h),39,1.466666667,422900,6956.595238,10251,102,14280,103,25621.22029
YPF.Nq.EOr-117(h),26,1.55,539400,8463.02381,10504,99.5,11060,105,25610.09556
YPF LCav-840,44,1.583333333,517600,8291.785714,10049,104,10400,105,25608.82137
XOM.Nq.BdC-47(h),33,1.416666667,416200,6998.285714,10448,100,11020,102,25601.56824
XOM.Nq.BdC-50(h),3,2.233333333,832300,18620.14286,11291,92.5,11776,95,25592.19554
XOM.Nq.BdC-45(h),27,1.55,416300,7190.714286,10756,97,11200,102,25565.59667
YPF LCav-99,28,1.55,534500,8465.285714,10223,102,11223,105,25551.23744
XOM.Nq.BdC-48(h),27,1.566666667,416300,7130.285714,10860,96,11477,103,25546.67974
YPF.Nq.EOr-117(h),20,1.616666667,5387,8958.214286,10741,97,11140,105,25529.94364
SHE.Nq.SB-1043(h),34,1.5,535100,7472.166667,10873,95.79,11085,96,25521.31022
"YPF RDMN-215(H),RINCON DEL MANG",29,1.916666667,469100,10146.78571,10620,98,11532,99,25502.5729
SHE.Nq.SB-1042(h),34,1.633333333,532700,8305.833333,10885,95.61,11040,96,25501.46655
XOM.Nq.BdC-50(h),36,1.583333333,457700,7407.928571,10617,98,11139,104,25495.36878
XOM.Nq.BdC-47(h),45,1.483333333,416400,7026.619048,10404,100,11207,104,25493.75153
XOM.Nq.BdC-49(h),25,1.483333333,416300,7182.97619,10509,99,11109,104,25493.531
YPF LCav-840,40,1.583333333,522200,8552.952381,10400,100,11050,102,25483.95001
XOM.Nq.BdC-47(h),29,1.666666667,416300,8571.428571,10721,97,11143,105,25482.40627
YPF LCav-99,6,1.833333333,526600,9862.880952,10610,98,11024,102,25478.55918
XOM.Nq.BdC-46(h),17,1.516666667,439500,6903.285714,10598,98,11558,103,25449.74271
YPF LCav-101,28,1.583333333,531700,8436.071429,10280,101,10780,102,25441.80348
XOM.Nq.BdC-49(h),18,1.483333333,416300,6943.333333,10919,95,11233,103,25417.91228
XOM.Nq.BdC-48(h),23,1.333333333,416400,6934.571429,10692,97,11209,99,25413.47709
YPF LCav-840,47,1.466666667,533500,8301.809524,9600,108,10450,110,25405.53786
XOM.Nq.BdC-45(h),2,2.8,514200,15725,11025.5,94,11675,98,25395.66283
XOM.Nq.BdC-48(h),37,1.466666667,416200,7181.47619,10160,102,11385,104,25393.77604
SHE.Nq.SB-1041(h),39,1.7,542300,8553,10807,95.89,11067,96,25392.87503
YPF LCav-99,47,1.466666667,534000,8461.928571,9770,106,10294,107,25376.62338
SHE.Nq.SB-1042(h),17,1.616666667,534900,7740.571429,11030,93.88,11304,96,25373.59471
XOM.Nq.BdC-46(h),38,1.316666667,416400,6839.333333,9954,104,11471,105,25366.72384
XOM.Nq.BdC-45(h),4,1.866666667,832600,17116.47619,10950,94.5,11686,96,25355.91767
YPF RDMN-80,20,2.433333333,517800,12466.71429,10667,97,11112,100,25354.05538
SHE.Nq.SB-1044(h),35,1.616666667,5319,7726.952381,10776,96,11267,96,25349.08111
YPF Lach-205,43,1.55,540200,8813.619048,9832,105.2,9942,105.4,25344.92526
XOM.Nq.BdC-45(h),45,1.45,400400,6618.452381,10343,100,11085,105,25344.27836
YPF Lach-203,49,1.6,529800,8695.309524,10093,102.4,10700,107,25325.24381
XOM.Nq.BdC-49(h),14,1.45,832500,13847.28571,10648,97.05,11130,100.3,25321.9407
YPF LCav-100,8,1.766666667,543100,9505.761905,10311,100.2,10682,103,25316.39794
XOM.Nq.BdC-49(h),37,1.5,412400,7120.309524,10434,99,10986,102,25311.5903
YPF LCav-100,9,1.716666667,526200,8294.309524,10540,98,11240,106,25310.46312
SHE.Nq.SB-1041(h),36,1.55,5313,7652.238095,10869,95,11192,96,25301.51924
XOM.Nq.BdC-49(h),35,1.4,416200,6318,10528,98,10950,101,25281.64666
XOM.Nq.BdC-50(h),4,1.75,714600,14624.80952,10853,95,11420,98,25264.27346
XOM.Nq.BdC-48(h),48,1.333333333,416400,6928,9906,104,10973,105,25244.40088
YPF LCav-101,2,1.8,529200,9647.071429,10100,102,10487,105,25243.81279
XOM.Nq.BdC-48(h),50,1.6,416400,7021,9905,104,11267,105,25241.85249
YPF LCav-101,4,1.65,525000,8294.309524,10300,100,11200,103,25238.91203
XOM.Nq.BdC-46(h),10,1.416666667,832600,6875.547619,10510,98,11313,99,25238.42196
XOM.Nq.BdC-48(h),36,1.483333333,416200,6974.404762,10196,101,11280,105,25233.91326
YPF LCav-71,15,1.783333333,534100,8977.238095,10801,95.3,10929,102.1,25222.62436
SHE.Nq.SB-1044(h),40,1.5,5360,7630.785714,10720,96,10907,96,25217.34869
YPF.Nq.EOr-117(h),21,1.65,531400,8702.261905,10498,98,10808,100,25209.60549
XOM.Nq.BdC-45(h),39,1.533333333,416300,6844.97619,10606,97,12305,97,25209.06641
XOM.Nq.BdC-48(h),8,1.65,832700,16613.47619,10391,99,11544,104,25207.27763
XOM.Nq.BdC-50(h),49,1.333333333,416400,6967.619048,10080,102,11336,103,25193.82504
SHE.Nq.SB-1043(h),40,1.616666667,5371,8150.809524,11053,93,11529,94,25188.16467
YPF Lach-202,22,1.633333333,604600,8398.166667,10489,98,11055,104,25187.99314
XOM.Nq.BdC-48(h),35,1.416666667,416200,7011.119048,10382,99,11349,102,25185.44474
YPF.Nq.EOr-118(h),25,1.6,514100,8482.380952,10397,98.8,10950,102,25170.87969
YPF Lach-202,33,1.55,610800,8668.595238,9820,104.6,10920,105.7,25169.61529
SHE.Nq.SB-1044(h),38,1.483333333,535100,7438.809524,10699,96,10977,96,25167.94903
XOM.Nq.BdC-48(h),31,0.516666667,416200,7130.357143,10369,99,11149,101,25153.90836
XOM.Nq.BdC-50(h),24,1.483333333,416300,6876.690476,10915,94,11758,104,25141.14188
YPF LCav-99,4,1.9,538700,9254.071429,10787,95.1,11250,102,25137.0669
YPF Lach-203,16,1.9,543400,9273.619048,10573,97,10914,97,25130.62975
XOM.Nq.BdC-49(h),39,1.666666667,416400,7108.738095,10674,96,11331,101,25109.13992
YPF LCav-100,27,4.516666667,534200,9174.47619,10046,102,10950,110,25108.84587
XOM.Nq.BdC-46(h),23,1.35,416200,6884.309524,10452,98,10476,105,25099.14237
SHE.Nq.SB-1043(h),27,1.566666667,532800,7764.428571,10717,95.56,11403,96.14,25094.74443
SHE.Nq.SB-1043(h),36,1.65,551800,8195.785714,10684,95.85,11120,96,25093.39378
XOM.Nq.BdC-50(h),34,1.433333333,416200,6871.97619,10449,98,11402,101,25091.93825
XOM.Nq.BdC-49(h),33,1.716666667,460200,7423.761905,10237,100,11132,101,25084.5381
YPF LCav-840,24,1.55,532500,8528.214286,10195,100.4,10900,105,25081.54864
XOM.Nq.BdC-50(h),26,1.45,416300,7146.261905,10442,98,11598,103,25075.12864
XOM.Nq.BdC-46(h),39,1.816666667,416400,6860.761905,10437,98,11881,102,25063.12178
XOM.Nq.BdC-45(h),51,1.633333333,419400,6760.714286,10228,100,11495,105,25062.48469
XOM.Nq.BdC-50(h),44,1.416666667,416400,6893.095238,9930,103,10765,105,25062.23965
YPF LCav-100,3,1.866666667,535500,9646.952381,10500,97.4,11150,104,25060.03431
SHE.Nq.SB-1042(h),30,1.666666667,415202,7977,10993,93,11246,96,25051.43347
YPF LCav-98,43,1.716666667,531600,8653.97619,10023,102,11033,104,25051.35996
SHE.Nq.SB-1041(h),45,1.866666667,532900,8781.5,10738,95.18,11360,96,25043.93139
XOM.Nq.BdC-45(h),47,1.483333333,416400,6757.833333,10756,95,11898,100,25038.47096
XOM.Nq.BdC-45(h),35,1.616666667,527400,7295.285714,10642,96,11020,104,25033.86425
YPF LCav-98,37,1.55,532600,8382.833333,9915,103,10600,105,25024.38128
SHE.Nq.SB-1042(h),35,1.683333333,5349,9573.904762,10859,94,11142,96,25012.15388
XOM.Nq.BdC-47(h),42,1.466666667,145500,7020,10206,100,11348,102,25008.57633
SHE.Nq.SB-1042(h),38,1.55,5384,7738.833333,10630,96,11230,96,25005.63587
SHE.Nq.SB-1044(h),36,1.55,534500,7793.785714,10649,95.8,11060,96,24998.14261
YPF LCav-99,7,1.766666667,521300,9005.738095,10738,95,11067,104,24996.56947
YPF LCav-98,49,1.583333333,529500,8610.928571,10100,101,10700,105,24996.32443
YPF RDMN-83,35,2.233333333,524700,12627.90476,10314,98.9,10960,106,24995.21196
YPF.Nq.EOr-116(h),20,0.633333333,531700,8753.809524,10515,97,11039,104,24992.77138
SHE.Nq.SB-1043(h),44,1.833333333,544900,7982.333333,10624,96,11280,96,24991.52169
YPF LCav-98,12,1.783333333,538000,9453.619048,10190,100,10784,101,24969.37025
YPF RDMN-82,31,2.283333333,524900,11562.35714,10610,96,11219,100,24958.58858
YPF RDMN-83,30,2.383333333,525000,12939.40476,10295,98.9,10919,101,24949.16687
YPF LCav-98,48,1.55,530800,8409.428571,9690,105,10500,107,24931.38937
SHE.Nq.SB-1042(h),36,1.666666667,538200,8246.928571,10832,93.91,11035,96,24926.07498
YPF LCav-98,6,1.783333333,522200,9512.452381,10587,96,11030,102,24904.4842
YPF Lach-202,34,1.533333333,609600,8488.642857,9669,105.1,11292,105.2,24901.05121
XOM.Nq.BdC-50(h),40,1.483333333,416500,7015.380952,9962,102,11560,105,24898.89733
YPF Lach-205,16,1.766666667,537100,8931.047619,10475,97,10826,103,24897.69664
YPF.Nq.BdT.x-11(h),15,1.6,531500,8399.214286,10366,98,11020,106,24892.62436
SHE.Nq.SB-1043(h),28,1.7,5327,7936.761905,10922,93,11485,95,24889.63489
XOM.Nq.BdC-46(h),15,1.433333333,416300,7019.333333,10330,98.3,11028,102.1,24882.11223
YPF LCav-101,3,1.633333333,528900,8294.309524,10360,98,11000,103,24878.21612
SHE.Nq.SB-1043(h),37,1.566666667,5386,7843.571429,10673,95,11285,96,24845.25852
YPF LCav-840,2,1.816666667,531000,9243.857143,10661,95.1,11012,104,24843.44768
YPF RDMN-83,26,2.283333333,530600,12010.30952,10448,97,11127,100,24833.5212
YPF Lach-203,20,2.916666667,539100,10373.21429,10361,97.8,10572,103.6,24829.84073
XOM.Nq.BdC-48(h),26,1.433333333,416300,7005.214286,10442,97,10878,103,24819.25999
YPF.Nq.EOr-116(h),26,1.716666667,817800,8958.380952,10377,97.6,11010,97.9,24817.32909
XOM.Nq.BdC-47(h),40,1.483333333,115508,7563.095238,10027,101,11274,105,24815.65793
SHE.Nq.SB-1036(h),47,1.6,544900,7516.642857,11005,92,11190,96.4,24809.11541
XOM.Nq.BdC-45(h),36,1.45,438300,6985,10489,96.5,11004,101.3,24802.46263
YPF RDMN-83,11,2.45,509100,12064.7619,10756,94.1,11100,97,24801.2644
SHE.Nq.SB-1042(h),28,1.616666667,534600,7738.595238,11001,92,11210,93,24800.09802
SHE.Nq.SB-1036(h),51,1.833333333,530200,7681.404762,10674,94.8,11070,95.14,24795.27567
SHE.Nq.SB-1034(h),46,1.75,538700,7748.047619,11205,90.3,11205,90.3,24793.2247
YPF Lach-203,21,1.733333333,525000,8652.47619,10429,97,10619,98,24788.3607
SHE.Nq.SB-1034(h),53,1.616666667,538700,8185.738095,10974,92.18,11632,94.54,24787.63342
SHE.Nq.SB-1036(h),53,2.083333333,539400,8480.52381,10877,93,11086,96,24787.0865
YPF.Nq.EOr-116(h),21,1.533333333,5418,8476.761905,10322,98,11050,106,24786.96398
