Well Name,Stage #,Stage Time hrs,Total Stage Proppant,Total Stage Volume bbl,Avg Stage Pressure,Avg Stage Rate,Max Stage Pressure,Max Stage Rate bpm,Avg HHP
YPF LCav-99,50,1.583333333,525200,8620.380952,9450,101.5,10130,103,23503.43053
YPF Lach-203,17,1.866666667,545400,8761.833333,10540,91,10796,95,23502.5729
"YPF LLL-1604H,LOMA CAMPANA",29,1.8,515200,8853.142857,10539,91,11114,101,23500.34305
XOM.Nq.BdC-46(h),24,1.316666667,261600,5829.333333,10312,93,10763,105,23499.53443
XOM.Nq.BdC-49(h),4,5.816666667,806600,17754.80952,11410,84,13324,90,23485.42024
TECPETROL FP-1284,36,1.966666667,502400,9560.904762,10767,89,11286,90,23481.08307
XOM.Nq.BdC-45(h),23,1.433333333,416400,6901.047619,10194,94,10603,98,23480.42147
YPF SOIL-363,24,1.866666667,530900,8719.738095,10900,87.9,11012,97.5,23477.33399
SHE.Nq.SB-1035(h),47,1.65,531000,7646.285714,10920,87.72,11230,89.4,23472.247
YPF.Nq.BdT.x-12(h),17,1.716666667,494700,8797.928571,9872,97,10680,100,23464.44499
YPF Lach-205,39,1.616666667,516900,7972.952381,9640,99.3,10108,100.8,23456.30973
SHE.Nq.SB-1036(h),50,1.733333333,531200,7755.47619,10861,88.12,11168,89.7,23451.88238
YPF.Nq.EOr-118(h),24,1.633333333,530700,8479.880952,10073,95,11327,98,23448.54202
YPF LCav-71,8,1.883333333,537000,8665.571429,10751,89,11101,91,23446.18966
XOM.Nq.BdC-46(h),4,2.183333333,777150,27285.07143,10630,90,11466,102,23442.78363
YPF LCav-99,19,2.266666667,538600,8883.166667,10510,91,11018,94,23435.67753
SHE.Nq.SB-1034(h),55,1.633333333,540000,8429.380952,10228,93.5,11089,94.47,23433.42318
YPF LCav-99,34,1.783333333,535300,8458.404762,9658,99,10550,103,23429.11051
YPF LCav-100,45,1.566666667,532600,8332.666667,9560,100,9900,103,23425.63097
XOM.Nq.BdC-47(h),11,2.566666667,873600,22667.19048,10448,91.5,11331,94,23425.43494
SHE.Nq.SB-1033(h),49,1.633333333,537900,8602.404762,10224,93.48,11359,96,23419.24822
YPF LCav-71,21,1.75,532000,8754.404762,10165,94,10750,101,23413.62411
XOM.Nq.BdC-50(h),8,2.033333333,292597,17310.61905,10857,88,11600,101,23411.32075
YPF LCav-100,46,1.6,529700,8818,9310,102.6,9992,104,23406.17496
YPF RDMN-82,26,2.45,508400,11596.30952,10613,90,11171,98,23405.29282
YPF LCav-841,28,1.783333333,5141,8673.690476,10491,91,11175,101,23393.31046
YPF Lach-202,31,1.566666667,4666100,8375.97619,9452,101,10320,106.4,23392.59985
YPF.Nq.BdT.x-13(h),39,1.7,537500,8552.214286,10153,94,10880,99,23385.98383
XOM.Nq.BdC-46(h),29,1.483333333,416200,6659.261905,10150,94,11577,100,23379.07376
XOM.Nq.BdC-49(h),30,1.383333333,416200,6765.785714,9834,97,10809,98,23374.12399
YPF.Nq.EOr-117(h),4,1.85,557000,8939.02381,10368,92,10870,97,23373.09483
YPF Lach-205,19,1.916666667,546200,9047.619048,10597,90,10741,90.1,23370.00735
"TECPETROL FP-1283,FORTIN DE PIEDR",19,2.15,505500,9983.190476,10999,86.71,11336,90,23369.84293
YPF LCav-99,9,1.733333333,527400,8291.952381,10253,93,11020,104,23365.08209
"TECPETROL FP-1287,FORTIN DE PIEDR",47,2.166666667,503600,10465.2381,11033,86.4,11458,90,23358.27493
YPF LCav-100,29,1.583333333,532900,8334.833333,9756,97.7,10605,103,23356.06959
"TECPETROL FP-1285,FORTIN DE PIEDR",49,2.183333333,522500,10789.09524,10590,90,11414,90,23354.56996
YPF Lach-204,25,1.6,602300,8479.928571,9344,102,10180,108,23354.27591
YPF RDMN-80,17,2.566666667,531600,12416.83333,10587,90,11126,95,23347.95393
YPF LCav-71,23,1.733333333,535300,8384.785714,10029,95,11150,107,23346.11615
YPF RDMN-82,36,2.566666667,533300,12754.04762,10729,88.8,11221,94,23345.63097
XOM.Nq.BdC-48(h),1,1.8,826700,16915.61905,9820,97,11886,99,23340.84783
SHE.Nq.SB-1042(h),19,1.683333333,539400,7720.047619,10597,89.86,11206,92,23333.65401
YPF Lach-204,28,1.55,602700,8435.761905,9245,103,9760,104,23333.37417
YPF LCav-841,35,1.683333333,535400,8429.52381,10239,93,11600,96,23333.17814
"TECPETROL FP-1285,FORTIN DE PIEDR",41,2.166666667,418800,10119.47619,11032,86.28,11428,88.5,23323.7187
YPF.Nq.EOr-118(h),17,1.766666667,5353,8833.880952,10815,88,11150,100,23320.75472
SHE.Nq.SB-1041(h),41,1.616666667,5485,7827.595238,9913,96,11730,96,23318.99044
SHE.Nq.SB-1016(h),32,1.883333333,537600,8394,10350,91.94,10710,92,23317.29968
SHE.Nq.SB-1041(h),40,1.516666667,533800,7838.095238,9912,96,11000,96,23316.63808
SHE.Nq.SB-1044(h),30,1.75,5366,7727.285714,10937,87,11150,93,23315.82945
YPF Lach-203,30,1.583333333,439200,7655.166667,9808,97,10103,100,23312.32541
YPF LCav-841,33,1.8,531400,8925.142857,10164,93.6,10782,95,23311.69811
YPF LCav-100,4,1.783333333,522100,8735,10500,90.6,10800,97,23310.46312
YPF.Nq.LCav-69(h),14,1.883333333,533200,8982.071429,10676,89.1,10913,95.5,23308.78706
YPF.Nq.EOr-117(h),16,1.8,533800,8797.785714,10686,89,10996,93,23304.43519
YPF Lach-205,28,1.816666667,522400,8696.785714,9803,97,10132,100,23300.44107
YPF.Nq.BdT.x-12(h),13,1.716666667,530700,8643.238095,10255,92.7,10750,96,23294.25386
SHE.Nq.SB-1033(h),52,1.716666667,532000,7885.5,10016,94.9,11200,96,23291.31095
XOM.Nq.BdC-50(h),12,1.916666667,1170600,16755.21429,10381,91.5,10895,97,23275.21441
YPF.Nq.LCav-69(h),20,1.866666667,534700,9102.785714,10438,91,10820,99,23275.12864
YPF LCav-99,5,1.866666667,547000,8910.119048,10324,92,10780,102,23273.90346
YPF LCav-100,6,1.75,526000,9098.142857,10412,91.2,11021,102,23268.17937
"TECPETROL FP-1286,FORTIN DE PIEDR",46,2.083333333,509800,9988.166667,10970,86.55,11365,89,23265.21686
YPF.Nq.EOr-116(h),17,1.7,540800,8955.47619,10209,93,11005,104,23264.81255
SHE.Nq.SB-1035(h),53,1.566666667,530200,7946.547619,9885,96,11299,96,23253.12423
YPF RDMN-80,23,2.6,517700,12944.7381,10542,90,10960,91,23248.71355
"TECPETROL FP-1285,FORTIN DE PIEDR",43,2.633333333,505300,11735.16667,10973,86.45,11334,90,23244.69125
YPF RDMN-82,24,2.516666667,506600,12156.33333,10538,90,11118,97,23239.89218
YPF LCav-841,34,1.95,530800,9740.690476,10197,93,10486,96,23237.46631
YPF LCav-68,16,1.816666667,530800,8908.595238,10655,89,10985,90,23236.82921
"TECPETROL FP-1287,FORTIN DE PIEDR",49,2.1,490700,10051.09524,11006,86.16,11399,90,23236.38716
"TECPETROL FP-1281,FORTIN DE PIEDR",22,2.1,513300,9716.714286,10990,86.28,11343,90,23234.92281
YPF.Nq.BdT.x-14(h),13,2.55,792600,12434.69048,9981,95,11700,99,23234.37883
YPF Lach-203,40,1.616666667,506900,8547.47619,9275,102.2,10400,106.1,23227.27273
XOM.Nq.BdC-50(h),13,1.883333333,832800,17260.35714,10302,92,11453,96,23224.30777
"TECPETROL FP-1286,FORTIN DE PIEDR",42,2,496600,9484.642857,11053,85.74,11424,88,23221.86278
YPF LCav-840,5,1.766666667,523300,8294.309524,10646,89,11020,97,23217.20167
"TECPETROL FP-1287,FORTIN DE PIEDR",26,2.066666667,4905,9896.190476,10883,87,11380,90,23200.71061
YPF.Nq.BdT.x-14(h),15,2.383333333,787300,12685.45238,9761,97,10490,107,23200.61259
"YPF LLL-1604H,LOMA CAMPANA",43,1.666666667,529100,8380.02381,10291,92,11260,104,23199.50992
SHE.Nq.SB-1035(h),34,1.716666667,530100,7451.333333,11143,84.94,11315,86.75,23192.51213
SHE.Nq.SB-1044(h),17,1.783333333,534500,7682.857143,10952,86.4,11323,88,23186.78755
YPF LCav-99,43,1.616666667,533800,8556.952381,9755,97,10156,98,23186.35138
SHE.Nq.SB-1042(h),26,1.666666667,528700,7707.52381,10936,86.52,11319,93,23185.07033
"TECPETROL FP-1286,FORTIN DE PIEDR",47,2.1,506500,9992.285714,11029,85.78,11483,90,23182.24994
"YPF LLL-1604H,LOMA CAMPANA",9,1.833333333,537800,9007.595238,10748,88,11210,98,23176.28032
"TECPETROL FP-1285,FORTIN DE PIEDR",47,2.15,515700,10465.16667,10711,88.29,11370,90,23172.60941
"YPF LLL-1605H,LOMA CAMPANA",9,1.65,515600,8793.261905,10743,88,11150,95,23165.49865
SHE.Nq.SB-1044(h),23,1.633333333,533300,7527.880952,10890,86.81,11347,93,23164.93261
SHE.Nq.SB-1044(h),19,1.75,541900,0,10983,86.03,11551,89,23152.8422
YPF LCav-70,21,1.95,525200,9043.738095,10651,88.7,11284,91.9,23149.80887
YPF.Nq.EOr-118(h),11,1.75,540500,8617.02381,10492,90,10492,96,23138.44646
"YPF LLL-1604H,LOMA CAMPANA",45,2,537900,10132.19048,10609,89,10831,104,23136.51066
SHE.Nq.SB-1042(h),31,1.716666667,535500,8314.047619,9965,94.74,10950,96,23133.64617
YPF RDMN-82,29,2.416666667,522700,11448.28571,10728,88,11516,92,23133.15364
SHE.Nq.SB-1036(h),42,1.683333333,537600,7617.166667,10925,86.41,11194,89.83,23132.30213
SHE.Nq.SB-1041(h),16,1.783333333,538700,7670.809524,11080,85.19,11250,86.22,23129.26244
YPF LCav-840,31,1.6,535700,8308.357143,10144,93,10700,100,23116.68709
YPF.Nq.EOr-116(h),15,1.766666667,542500,8697.190476,10481,90,10986,92,23114.1877
"YPF LLL-1604H,LOMA CAMPANA",3,2,532700,10132.52381,10866,86.8,11016,92,23111.21784
YPF RDMN-82,25,2.516666667,496800,12803.83333,10363,91,10965,94,23107.89022
YPF Lach-205,20,1.75,524200,8867.309524,10009,94.2,10505,97.8,23103.35212
YPF Lach-202,35,2.5,623600,9621.285714,9030,104.4,9752,106,23100.51458
"TECPETROL FP-1283,FORTIN DE PIEDR",17,2.15,507700,9960.357143,11035,85.42,11363,87,23097.51777
SHE.Nq.SB-1034(h),36,1.7,533800,7003,10958,86.01,11334,91.27,23094.7704
"TECPETROL FP-1287,FORTIN DE PIEDR",44,2.283333333,509700,9981,11139,84.58,11424,89,23085.92551
YPF.Nq.BdT.x-14(h),16,2.816666667,781600,13103.64286,9811,96,10540,101,23079.04925
SHE.Nq.SB-1042(h),20,1.75,533500,7841.619048,10917,86.26,11125,89.92,23075.23695
SHE.Nq.SB-1041(h),18,5.916666667,0,0,10941,86.07,11666,92,23075.02744
SHE.Nq.SB-1033(h),58,1.716666667,536300,7884.738095,9862,95.47,11158,96,23070.94193
YPF LCav-841,31,1.816666667,534000,9483.714286,10346,91,11210,95,23069.98285
YPF.Nq.EOr-118(h),16,1.8,523200,8455.452381,10745,87.6,11189,90,23064.494
YPF LCav-70,36,1.866666667,537100,9000.309524,10456,90,11000,92,23059.05415
YPF LCav-68,22,1.733333333,523700,7896.809524,10454,90,10950,100,23054.64347
XOM.Nq.BdC-47(h),20,2.05,832600,17469.97619,10453,90,11259,100.8,23052.43813
YPF Lach-202,13,1.95,633200,9035.285714,10225,92,11267,95,23050.72286
"TECPETROL FP-1286,FORTIN DE PIEDR",40,2.083333333,529600,999.7380952,10704,87.86,11138,90,23044.68121
YPF.Nq.BdT.x-15(h),14,1.766666667,519400,9160.547619,10221,92,11100,97,23041.70546
YPF Lach-203,33,1.766666667,513400,8332.452381,10000,94,10600,97,23033.5702
YPF RDMN-82,12,2.566666667,543700,12579.83333,10328,91,11060,95,23029.84563
TECPETROL FP-1284,27,2.1,496000,9438,11040,85.13,11418,87,23029.53198
YPF RDMN-82,15,2.533333333,412509,13052,10450,89.9,11250,100,23020.21563
YPF LCav-101,24,1.55,526800,8290.02381,9685,97,10500,104,23019.9706
XOM.Nq.BdC-47(h),32,1.35,416200,6615.238095,9994,94,10469,100,23019.75006
SHE.Nq.SB-1036(h),37,1.866666667,538000,8372.642857,10824,86.79,11240,92,23019.2345
YPF LCav-70,22,1.933333333,531600,8949.952381,10437,90,10900,96,23017.15266
YPF LCav-71,27,1.45,420000,7164.333333,10100,93,10725,99,23016.41754
XOM.Nq.BdC-48(h),18,1.55,535007,13773.92857,10777,87.15,11221,95.9,23014.3482
XOM.Nq.BdC-48(h),21,1.466666667,46200,6829.52381,10332,90.9,10811,94.8,23013.44768
SHE.Nq.SB-1035(h),32,1.8,545400,8039.761905,11114,84.5,11300,84.54,23012.32541
SHE.Nq.SB-1036(h),44,1.65,531400,7577.380952,10833,86.69,11100,88.45,23011.8297
SHE.Nq.SB-1036(h),48,1.716666667,532300,7559.642857,10880,86.3,11395,91.7,23007.69419
YPF.Nq.EOr-116(h),25,1.6,535300,8636.857143,9580,98,10701,98.5,23005.1458
YPF LCav-71,14,1.866666667,528200,4474.333333,10417,90.1,10785,99.3,22998.57143
SHE.Nq.SB-1035(h),42,1.766666667,530000,7911.02381,11039,84.99,11250,87.8,22989.57633
YPF LCav-70,25,1.766666667,534900,8728.52381,10196,92,10930,93,22985.34673
YPF LCav-100,51,1.55,517200,8736.285714,9105,103,9582,104,22980.0294
YPF LCav-98,51,1.483333333,533600,8227.833333,9285,101,10250,108,22979.29429
YPF LCav-70,20,1.816666667,532500,9039.190476,10779,87,11005,92,22979.00025
YPF RDMN-83,23,2.4,527200,12154.97619,10382,90.3,10917,93,22972.17839
TECPETROL FP-1284,32,2.116666667,5020,9601.095238,11029,85,11418,90,22971.45308
SHE.Nq.SB-1042(h),18,1.9,532800,8247.833333,10927,85.79,11330,88.49,22970.53002
YPF.Nq.BdT.x-14(h),14,2.416666667,7812.7,12751.02381,9773,95.9,10740,105,22965.71184
YPF LCav-840,35,1.5,535600,8478.404762,9970,94,11135,100,22964.46949
SHE.Nq.SB-1034(h),48,1.683333333,534700,7702.380952,10859,86.3,11142,91.7,22963.28596
YPF Lach-205,38,1.633333333,518900,8096.047619,9741,96.2,10273,96.3,22962.12203
YPF RDMN-80,22,2.533333333,498500,11846.45238,10527,89,11389,92,22957.68194
XOM.Nq.BdC-48(h),19,1.55,535007,13698.11905,10892,86,11498,90,22953.00172
YPF LCav-71,20,1.716666667,542400,8852.738095,10071,93,10325,95,22950.3308
YPF LCav-101,45,1.566666667,532400,8313.833333,9459,99,10200,104,22946.36119
YPF Lach-204,29,1.633333333,626000,9367.285714,9306,100.6,9597,101,22940.05391
YPF.Nq.EOr-117(h),12,1.766666667,523700,8512,10636,88,11150,90,22934.77089
SHE.Nq.SB-1044(h),27,1.65,534600,7384.952381,10957,85.39,11560,87.43,22926.2002
YPF Lach-204,37,1.483333333,616100,8537.047619,8823,106,9340,107.7,22916.88312
YPF SOIL-361,30,1.85,533000,8719.214286,10849,86.2,11160,91.2,22915.55501
XOM.Nq.BdC-46(h),2,2.8,832600,18682.78571,10162,92,10725,102,22908.69885
YPF.Nq.BdT.x-11(h),12,1.75,5348.9,8748.714286,9902,94.4,10620,97,22904.89586
TECPETROL FP-1284,29,2.683333333,504500,9799,10912,85.65,11424,89.5,22901.56334
SHE.Nq.SB-1034(h),57,1.65,531200,8300.761905,9894,94.46,11196,95.05,22900.93703
SHE.Nq.SB-1044(h),20,1.716666667,541400,7708.190476,10914,85.63,11316,87.58,22900.41215
YPF RDMN-82,32,1.9,192700,6336.047619,10742,87,11298,88,22900.12252
"TECPETROL FP-1281,FORTIN DE PIEDR",19,2.183333333,506000,9958.571429,11033,84.7,11364,89,22898.67925
YPF LCav-71,17,1.733333333,530000,8718.238095,10382,90,10899,95,22895.85886
YPF SOIL-363,26,1.933333333,532700,8850.380952,10486,89.1,11180,93.2,22893.96226
"TECPETROL FP-1287,FORTIN DE PIEDR",39,2.316666667,502300,10907.71429,10871,85.93,11227,87,22890.1012
XOM.Nq.BdC-46(h),12,1.4,346900,6424.190476,10265,91,11628,99,22889.36535
YPF.Nq.LCav-69(h),21,1.8,534800,8878.97619,10261,91,10820,94,22880.44597
SHE.Nq.SB-1034(h),47,1.7,540100,7726.738095,10923,85.48,11175,92.2,22879.14825
SHE.Nq.SB-1034(h),45,1.766666667,532900,7821.809524,10991,84.91,11191,91.15,22868.0669
YPF LCav-71,25,1.716666667,531100,8696.928571,9823,95,10600,99,22866.57682
YPF SOIL-362,38,1.933333333,540600,9340.761905,10508,88.8,11131,95,22864.74884
YPF LCav-100,1,2.85,558000,10490.04762,10484,89,11040,99,22863.90591
YPF LCav-71,9,1.85,497800,8601.571429,10725,87,10944,89,22863.8814
YPF LCav-71,30,1.5,415100,7367.571429,10367,90,10750,91,22862.77873
"TECPETROL FP-1281,FORTIN DE PIEDR",35,2,503300,9554.690476,10601,88,11307,89,22859.29919
XOM.Nq.BdC-49(h),41,1.7,416400,7064.285714,10364,90,11232,98,22856.16271
SHE.Nq.SB-1034(h),58,1.8,538100,7858,9766,95.5,11200,96,22853.5408
YPF LCav-99,8,1.866666667,532000,8589.380952,10479,89,11300,94,22853.00172
YPF.Nq.BdT.x-15(h),13,1.95,536300,8875.095238,10137,92,11000,101,22852.34011
YPF.Nq.BdT.x-12(h),12,1.766666667,541700,8532.690476,10131,92,11000,97,22838.81402
SHE.Nq.SB-1036(h),33,1.783333333,534200,7824.547619,11096,83.96,11547,87.41,22828.2323
"TECPETROL FP-1286,FORTIN DE PIEDR",48,2.066666667,512100,9912.5,10672,87.27,11166,89,22821.50061
YPF LCav-98,56,1.616666667,535800,8857.714286,9500,98,9750,103,22813.03602
YPF LCav-100,40,1.65,532100,8684.309524,9498,98,10198,102,22808.23328
YPF LCav-841,20,1.766666667,527000,8906.404762,10116,92,10850,93,22804.99877
YPF LCav-98,55,3.5,295400,6897.02381,9123,102,10100,104,22801.9113
SHE.Nq.SB-1036(h),54,1.966666667,543500,8109.404762,9711,95.82,10854,96,22800.98064
YPF LCav-100,43,1.533333333,513300,8439.285714,9322,99.8,10595,101,22796.7557
SHE.Nq.SB-1033(h),32,1.833333333,562500,7348.952381,11023,84.38,11250,86.73,22791.49081
YPF.Nq.LCav-69(h),18,1.833333333,527200,8781.47619,10241,90.8,11050,93,22785.66038
XOM.Nq.BdC-46(h),11,1.5,416300,6971.02381,10389,89.5,11531,104,22784.01127
"TECPETROL FP-1285,FORTIN DE PIEDR",30,2.15,508200,10343.61905,10937,85,11275,85,22779.83337
"TECPETROL FP-1286,FORTIN DE PIEDR",45,2.1,519500,9896.119048,10910,85.21,11217,90,22779.73781
YPF LCav-99,1,2.15,5318,9881.642857,10809,86,11200,92,22778.0936
SHE.Nq.SB-1041(h),19,1.816666667,540200,7839.142857,10749,86.47,11275,91.87,22775.44793
"TECPETROL FP-1283,FORTIN DE PIEDR",25,3.183333333,518200,10752.7381,10795,86.09,11147,90,22772.3977
SHE.Nq.SB-1035(h),41,1.766666667,529800,7718.595238,10952,84.85,11075,88.8,22770.82088
SHE.Nq.SB-1036(h),41,1.833333333,529800,7718.595238,10952,84.85,11075,88.8,22770.82088
SHE.Nq.SB-1043(h),19,1.783333333,538300,7915.166667,10954,84.83,11362,88,22769.61088
YPF LCav-841,30,1.9,530800,8960.095238,10440,89,10930,90,22767.94903
YPF.Nq.BdT.x-13(h),40,1.816666667,518500,8684.357143,10210,91,10830,95,22766.72384
YPF LCav-68,31,1.7,533600,8222.357143,10252,90.6,10803,92,22759.89218
YPF LCav-841,26,1.833333333,531800,8748.261905,10318,90,10800,94,22754.71698
SHE.Nq.SB-1043(h),17,1.733333333,535000,7594.452381,10966,84.66,11337,87,22748.8743
SHE.Nq.SB-1043(h),31,1.5,531200,7582.547619,9696,95.73,11020,96,22744.37834
"YPF LLL-1604H,LOMA CAMPANA",5,1.95,537800,9005.285714,10644,87.2,10933,94,22743.36682
YPF.Nq.LCav-69(h),12,1.916666667,526800,8904,10790,86,10988,89,22738.0544
"TECPETROL FP-1287,FORTIN DE PIEDR",40,2.266666667,509900,10740.59524,10864,85.38,11167,88,22728.94683
YPF RDMN-83,33,2.533333333,537200,12102.30952,10661,87,11150,91,22727.44425
XOM.Nq.BdC-45(h),10,1.85,1179800,17293.45238,10599.5,87.5,11436,96,22726.20069
XOM.Nq.BdC-47(h),13,2.883333333,832600,17816.97619,10722,86.5,11320,96,22726.12105
YPF LCav-68,26,1.883333333,531200,8600,10538,88,11100,94,22723.45013
XOM.Nq.BdC-49(h),7,2.566666667,832800,17160.2619,10783,86,11380,89,22723.30311
YPF SOIL-362,37,1.9,530900,8697.666667,10782,86,11250,92,22721.19579
YPF Lach-203,18,1.866666667,546100,9117.095238,10046,92.3,10540,92.3,22721.04386
SHE.Nq.SB-1036(h),30,1.816666667,535900,7891.333333,11106,83.46,11324,83.7,22712.73609
YPF SOIL-361,43,1.85,540800,8714.02381,10530,88,11454,96,22706.19946
YPF.Nq.BdT.x-12(h),14,1.9,522800,8736.214286,10071,92,10810,96,22703.55305
TECPETROL FP-1284,33,1.983333333,5016,9600.095238,10900,85,11442,90,22702.76893
YPF SOIL-360,49,1.933333333,536500,8929.380952,10686,86.7,11162,93,22702.18574
"TECPETROL FP-1285,FORTIN DE PIEDR",39,2.316666667,501000,10897.61905,10829,85.55,11239,88,22700.8319
SHE.Nq.SB-1035(h),55,1.866666667,528700,8083,9645,95.99,10088,96,22686.19333
YPF LCav-841,32,1.9,535300,8602.47619,10402,89,10950,96,22685.07719
YPF.Nq.EOr-117(h),14,1.783333333,5349,9410.595238,10517,88,10864,90,22678.16712
SHE.Nq.SB-1042(h),41,1.516666667,5293,8144.190476,9739,95,10540,96,22671.03651
SHE.Nq.SB-1041(h),17,1.866666667,542000,7935.404762,11051,83.71,11432,85,22667.95418
SHE.Nq.SB-1043(h),13,1.933333333,5396,7733.690476,11011,84,11225,86,22664.15094
"TECPETROL FP-1285,FORTIN DE PIEDR",44,2.233333333,528200,10716.40476,10986,84.19,11427,90,22663.84073
YPF Lach-205,30,1.683333333,511800,8461.952381,9535,97,9886,100,22663.44033
TECPETROL FP-1284,41,2.15,5071,9623.190476,10754,86,10968,90,22662.19064
SHE.Nq.SB-1033(h),35,1.733333333,533800,7660.928571,10748,86.04,11277,90.6,22660.08135
TECPETROL FP-1284,17,2.15,492700,9733.52381,11123,83.13,11337,88.16,22657.55918
YPF Lach-203,31,1.6,516100,8465.380952,9434,98,10090,102,22654.54545
SHE.Nq.SB-1036(h),43,1.6,531400,7034.642857,10862,85.11,11137,90.56,22652.89929
"TECPETROL FP-1281,FORTIN DE PIEDR",31,2.283333333,5030,6981.285714,11003,84,11426,90,22647.68439
"YPF RDMN-215(H),RINCON DEL MANG",16,2.166666667,485700,9815.285714,10873,85,11349,89,22646.53271
YPF Lach-205,37,1.616666667,518900,8590.52381,9429,98,10230,102,22642.53859
SHE.Nq.SB-1033(h),54,1.766666667,5340,8389.952381,9642,95.8,11074,96,22634.24651
"TECPETROL FP-1285,FORTIN DE PIEDR",50,2.233333333,509200,11124.59524,10333,89.38,11214,90,22630.81451
YPF Lach-203,38,1.633333333,518900,8373.238095,9442,97.8,9565,98,22627.48346
"TECPETROL FP-1281,FORTIN DE PIEDR",28,2,4906,9419.761905,10863,85,11385,90,22625.70448
"YPF LLL-1604H,LOMA CAMPANA",49,1.316666667,422200,6852.833333,10256,90,11200,102,22617.98579
YPF.Nq.EOr-116(h),22,1.566666667,524200,8477.238095,9485,97.3,10371,100.7,22614.32247
TECPETROL FP-1284,21,2.266666667,253377,10256.14286,11066,83.39,11439,89,22611.95148
SHE.Nq.SB-1035(h),56,1.516666667,536200,7699.52381,9925,92.96,10830,93.49,22607.89022
YPF LCav-68,27,1.766666667,540000,9060.52381,10484,88,10900,93,22607.00809
"TECPETROL FP-1281,FORTIN DE PIEDR",21,2.25,509100,10194.42857,10919,84.49,11497,90,22605.88851
YPF SOIL-363,19,1.816666667,531400,8709.119048,10790,85.5,11250,92.7,22605.85641
YPF LCav-840,23,1.566666667,534500,8647.928571,10027,92,10710,105,22604.36168
YPF SOIL-362,17,1.95,533200,9031.5,10714,86.1,11080,87.9,22604.15094
"TECPETROL FP-1281,FORTIN DE PIEDR",25,2.033333333,4969,9579.904762,10850,85,11537,90,22598.62779
"TECPETROL FP-1281,FORTIN DE PIEDR",27,1.966666667,508600,9428,10936,84.33,11113,90,22598.20828
SHE.Nq.SB-1041(h),30,1.683333333,5331,7745.357143,10600,87,11133,93,22597.4026
YPF.Nq.LCav-69(h),6,1.966666667,5420,8942.214286,10599,87,10753,92,22595.27077
TECPETROL FP-1284,10,2.45,486000,10937.83333,11081,83.21,11395,86.11,22593.72727
YPF RDMN-80,16,3.15,532600,14217.52381,10598,87,11950,92,22593.13894
"TECPETROL FP-1283,FORTIN DE PIEDR",22,2.15,520800,10067.57143,10690,86.25,11326,90,22592.80814
YPF.Nq.EOr-116(h),14,1.783333333,539300,8761.02381,10359,89,10831,90,22591.30115
"TECPETROL FP-1281,FORTIN DE PIEDR",34,2.1,502500,9686.738095,10969,84,11365,90,22577.70154
YPF.Nq.LCav-69(h),16,1.916666667,535200,8959.761905,10351,89,10920,91,22573.85445
YPF RDMN-82,22,2.7,537700,13216.69048,10350,89,10825,95,22571.67361
XOM.Nq.BdC-48(h),17,1.683333333,832700,13768.90476,10757.5,85.615,11296,93.15,22568.08043
YPF LCav-100,22,1.783333333,532700,8843.452381,9924,92.8,10280,93,22566.70424
"TECPETROL FP-1281,FORTIN DE PIEDR",42,2.066666667,5021,9607.857143,10834,85,11043,89,22565.30262
SHE.Nq.SB-1033(h),51,1.65,533000,8377,10023,91.87,11175,93,22563.41607
YPF RDMN-83,16,2.6,541500,12819.2381,10463,88,11169,90,22561.72507
YPF LCav-100,21,1.816666667,533600,8794.857143,10230,90,10423,92,22560.6469
YPF LCav-70,26,1.85,531000,8808.428571,10117,91,10750,99,22559.3482
YPF LCav-71,32,1.55,435800,7472.309524,10450,88.1,10911,92,22559.29919
YPF SOIL-362,36,2.066666667,536800,8880.309524,10579,87,11050,95,22552.63416
SHE.Nq.SB-1034(h),40,1.883333333,543500,8272,11015,83.55,11320,88.65,22550.92502
"YPF LLL-1604H,LOMA CAMPANA",24,1.95,521300,9188.333333,10700,86,11135,100,22548.395
XOM.Nq.BdC-45(h),16,1.883333333,832700,16897.02381,10577,87,11489,98,22548.3705
YPF.Nq.EOr-118(h),10,1.883333333,538000,8393.166667,10577,87,10860,96,22548.3705
XOM.Nq.BdC-50(h),35,1.516666667,505800,7356.595238,9799,93.9,11156,99.4,22546.58417
YPF.Nq.EOr-116(h),3,2.1,532500,10129.66667,10576,87,10800,92,22546.23867
YPF SOIL-362,32,2.166666667,531900,8671.52381,10799,85.2,11150,90.3,22545.32713
YPF RDMN-83,22,2.55,537800,12387.83333,10574,87,11013,92,22541.97501
XOM.Nq.BdC-45(h),33,1.45,416200,6890.285714,10335,89,11081,100,22538.96104
YPF SOIL-363,25,1.983333333,536700,9115.047619,10452,88,11400,95,22538.00539
SHE.Nq.SB-1036(h),49,1.733333333,533100,7682.904762,10977,83.79,11390,88.6,22537.68268
"YPF LLL-1606H,LOMA CAMPANA",4,1.966666667,537800,9505.809524,10535,87.3,11114,93,22536.27787
"YPF LLL-1605H,LOMA CAMPANA",12,1.866666667,529000,8745.380952,10820,85,11250,87,22536.1431
YPF Lach-204,30,1.566666667,596200,8434,9151,100.5,9562,101.6,22535.54276
SHE.Nq.SB-1041(h),20,1.7,531400,7369.690476,10984,83.69,11894,87,22525.13992
SHE.Nq.SB-1035(h),52,1.7,538500,8802.738095,9753,94.24,11088,96,22521.99755
YPF LCav-100,7,1.833333333,541600,8989.738095,10100,91,10900,97,22521.44082
